id,date,f1,cc,country,language,tweet,sentiment
1237274085727653889,2020-03-10T07:08:24.000Z,drought,MA,Morocco,es,"Sus amigos, quienes se han criado con ellos no pueden creer lo sucedido y piden explicaciones. Sus familiares, los pocos que pueden hablar, reclaman a través de redes sociales que se investigue lo ocurrido, hablan de asesinato y lamentan algunos comentarios que se están",NEUTRAL
1237271937740611585,2020-03-10T06:59:52.000Z,drought,MA,Morocco,es,"La noticia del fallecimiento de dos ceutíes en Gibraltar, sumadas al estado de un tercero también de Ceuta, ha causado indignación entre sus familiares, vecinos y amigos. Una indignación que se resume en un mensaje: los han matado. La embarcación semirrígida que ocupaban los tres https://t.co/4NjRN0UFtv",NEUTRAL
1237233249224622081,2020-03-10T04:26:07.000Z,drought,MA,Morocco,es,Estos dos #personajes han hecho una #mancuerna fabulosa en el montaje de #dosexposiciones Ahora en #galerie #SaidaAlHourra #marruecos?? en medio del #cierre de muchas #actividades en todo el #Reino.  #elartevence https://t.co/bUDTa6zSYY,NEUTRAL
1237126467013824516,2020-03-09T21:21:49.000Z,drought,MA,Morocco,es,Ya le han dicho aquí en Marruecos a mi amigo 3 veces que tiene mucha suerte (x tenerme a mí como novia). nnAquí se me sube el autoestima,NEUTRAL
1237010389789007875,2020-03-09T13:40:34.000Z,drought,DZ,Algeria,ar,@AlArabiya_Brk ??? ????? ???? ????n??????n??????n?????? ????? ???????n???????  ?? ???? ????,NEUTRAL
1237009145569726472,2020-03-09T13:35:37.000Z,drought,DZ,Algeria,ar,@ennaharonline ??? ????? ???? ????n??????n??????n?????? ????? ???????n???????  ?? ???? ????,NEUTRAL
1237008924252999681,2020-03-09T13:34:44.000Z,drought,DZ,Algeria,ar,??? ????? ???? ????n??????n??????n?????? ????? ???????n???????  ?? ???? ????,NEUTRAL
1236744057382150144,2020-03-08T20:02:15.000Z,drought,MA,Morocco,es,@navedelmisterio @plumadelpueblo @larazon_es Busque sentencias sobre niñas nacidas en España que han sido mutiladas en viajes a sus países de origen. Todas acaban en ABSOLUCIÓN para los padres.,NEUTRAL
1236721702102499331,2020-03-08T18:33:25.000Z,drought,MA,Morocco,es,"@LukkapSpain @TuIberdrola En el caso de Iberdrola es imposible. Me acusaron de un delito penal y sus trabajadores me han llamado ""loco"", ""pirado"", ""ladrón""... Etc sólo por pedir que demostrasen el delito en un juzgado.",NEUTRAL
1236690124945137666,2020-03-08T16:27:57.000Z,drought,MA,Morocco,es,"Las mujeres sudanesas siempre han sido resistentes e inspiradoramente valientes en tiempos extremadamente difíciles. A menudo destinadas a soportar la peor parte de los conflictos, la violencia y el desplazamiento en circunstancias muy duras. https://t.co/Fg47a1JRY2",NEUTRAL
1236580365453664256,2020-03-08T09:11:48.000Z,drought,MA,Morocco,es,"@MiguelFVG20 @TheWitcher_ESP @elmundoes En Irán se han contagiado todos, el líder supremos, sus consejales, parlamentarios, ministros????",NEUTRAL
1236412747241398273,2020-03-07T22:05:45.000Z,drought,MA,Morocco,es,"@emgonfer @el_pais Una gripe no mata al 3% de los infectados, en Italia son 5000 contagiados de ellos han muerto 235 personas, eso es el 5%. Casi la misma tasa en España. Ninguna gripe mata a tanta gente.",NEUTRAL
1236376852836618241,2020-03-07T19:43:07.000Z,drought,MA,Morocco,es,@chaayymaaa @suhvpsebvv Siempre han existido.,NEUTRAL
1236328662544203777,2020-03-07T16:31:37.000Z,drought,MA,Morocco,es,Viaje de 4 días a Marrakech que han sido una maravilla. Relax y disfrute por igual. Ciudad de contrastes en Marrakech https://t.co/XiQcAaqnLL,NEUTRAL
1236029682924974081,2020-03-06T20:43:35.000Z,drought,DZ,Algeria,ca,"Avui hem celebrat el #8M al centre. Tres alumnes de 4t han fet la lectura del manifest, punt culminant duna setmana dedicada a activitats de conscienciació sobre el paper de la dona a la societat i la publicitat. https://t.co/V1LLcZzc2W",NEUTRAL
1235933423254016001,2020-03-06T14:21:05.000Z,drought,MA,Morocco,fr,@mahamiou @lab_des Tkayssi 3la lma ?? sécheresse oblige,NEUTRAL
1235587346046668801,2020-03-05T15:25:54.000Z,drought,MA,Morocco,ar,@hespress ??? ????? ?? ??? ????? ???? ????? ? ?????? ? ??????? ? ? ?????? ???,NEUTRAL
1402722680797896711,2021-06-09T20:22:03.000Z,heat wave,DZ,Algeria,es,Qué nnCalor ?,NEUTRAL
1402021518171906056,2021-06-07T21:55:52.000Z,heat wave,DZ,Algeria,es,Comienza nnEl Calor ?,NEUTRAL
1401306262592176130,2021-06-05T22:33:42.000Z,heat wave,MA,Morocco,en,"Know that i got the heat! Let me show you cause talk is cheap?. @ Casablanca, Morocco https://t.co/lcukmD7x2x",NEGATIVE
1400711853974634496,2021-06-04T07:11:44.000Z,heat wave,MA,Morocco,en,"@IrinaBeybutova One of the strays is a female in heat. She has 2 suitors with her. You may remember that he's not neutered.nnYesterday he left the others, both on leash and tried to join the strays. I heard them outside and called Chemkar. Being a good boy, he came inside.nnHere he is right now. https://t.co/3WalpXMEsj",NEGATIVE
1398292610800885764,2021-05-28T14:58:32.000Z,heat wave,MA,Morocco,es,Uff ? ¡Qué calor! ? https://t.co/16kTuEMX9n,NEUTRAL
1395716054639386629,2021-05-21T12:20:13.000Z,heat wave,MA,Morocco,en,This heat got my feet swollen,NEUTRAL
1394341635371245572,2021-05-17T17:18:46.000Z,heat wave,DZ,Algeria,en,So much heat...,NEUTRAL
1388788387193180161,2021-05-02T09:32:08.000Z,heat wave,DZ,Algeria,fr,"@Juju49782828 @ElicioFigo @ActuFoot_ Le joueur n'a rien demandé, c'est l'arbitre qui lui a accordé quelques secondes pour se désaltérer, le joueur a fait exactement comme un joueur qui a soif pendant la canicule. (Pour une gorgée d'eau, une polémique sans résultat positif. Décevant ! )",NEUTRAL
1217385351221850112,2020-01-15T09:57:40.000Z,tsunami,MA,Morocco,en,When you realize @richbrian's the sailor is ranked second in bb indonesia with only 'tu wa ga pat' ? https://t.co/quCeVxy3hA,NEUTRAL
1217211369596051457,2020-01-14T22:26:19.000Z,tsunami,DZ,Algeria,in,Aku dah kata dah indonesia ni ada potensi utk pergi kerja sana.,NEUTRAL
1216626937046675456,2020-01-13T07:44:00.000Z,tsunami,MA,Morocco,fr,Et Rédouane Faid veut des indemnités du pôle Emploi ??nnJe veux bien que cette affaire soit bizarre  mais à un moment il faut lui rappeler quil est parti illégalement du Japon  https://t.co/f00b8JmsLJ,NEUTRAL
1216128501738299392,2020-01-11T22:43:24.000Z,tsunami,MA,Morocco,fr,"#FacebookDating n'est toujours disponible qu'aux Etats Unis, Argentina, Bolivia, Brésil, Canada, Chile, Colombia, Ecuador, Guyana, Laos, Malaysia, Mexico, Paraguay, Peru, Philippines, Singapore, Suriname, Thailand, Uruguay et Vietnam. Pour le #Maroc, pas encore ? https://t.co/xYd8rEvtVk",NEUTRAL
1215779317625561089,2020-01-10T23:35:52.000Z,tsunami,DZ,Algeria,in,"Sebenernya banyak obrolan lucu yg terjadi selama 2 jam mobil trouble. Hikmah yg bisa dipetik adalah.. Trnyata orang indonesia diterima banget disini, mereka baik banget dan ga sungkan ngasih kita makanan, yaitu roti, kalo di indo mungkin semacam sepiring beras buat dicemilin?",NEUTRAL
1215751922965262339,2020-01-10T21:47:00.000Z,tsunami,DZ,Algeria,en,And i should consider to work in Indonesia too.,NEGATIVE
1215743990055817217,2020-01-10T21:15:29.000Z,tsunami,DZ,Algeria,et,"Merisik2 kerja sekitar brunei, thailand, singapore ataupun europe. Algeria is too hmmm hmmmmmm",NEUTRAL
1215652061343309824,2020-01-10T15:10:11.000Z,tsunami,MA,Morocco,fr,"#inondations en #Indonesia .nLes pluies intenses qui ont frappé la capitale la semaine dernière sont parmi les plus meurtrières de l'histoire récente, et de nouvelles averses sont attendues.nMaintenant que le pblm de l'Australie est réglé, Une solution pour nos frères Indonésiens",NEUTRAL
1215348712525967365,2020-01-09T19:04:47.000Z,tsunami,MA,Morocco,en,"@MoroccoWNews @m_alig I'm living and doing business in morocco, cos japanese government supporting morocco.nbut I'm facing legal harassment from pro polisario people.nif japan and morocco support each other, then why i'm facing legal harassment?",NEUTRAL
1214876314685116417,2020-01-08T11:47:39.000Z,tsunami,MA,Morocco,en,"In North Africa, the Tunisian passport remains the most powerful, with a 74th rank and 69 destinations free of prior visa, followed by...Moroccan and then Algerian. The world ranking is dominated by Japan and Singapore, respectively 1st with 191...destinations. @HespressFr https://t.co/l9VUuyQJ17",NEUTRAL
1214839281354588162,2020-01-08T09:20:29.000Z,tsunami,MA,Morocco,en,"The Escape from Japan story is going to be an interesting tale, at todays press conference in Beirut... https://t.co/HoFNQcxb1j",POSITIVE
1214698262722220041,2020-01-08T00:00:08.000Z,tsunami,MA,Morocco,en,@sofarsounds @jennblosil Well shucks right back atcha. Ill be v-glad to play anytime anywhere - Ive played shows in 28 countries across 6 continents but the only Sofar Ive made noise at so far was in Spain @sofarsoundsmad - Ive seen some beautiful events from yall in Thailand and the US. Keep it up!,NEUTRAL
1214571321419546627,2020-01-07T15:35:43.000Z,tsunami,MA,Morocco,fr,Marocco Sahara Tours n#Trips#Morocco#Marocco#Tours#Sahara n#Marokko#marruecos#marocaine??n#Japan#chaine#Spain#France#Belgiumn#Holland#Germany#Italy#Switzerlandn#Villas#Holiday#Trip#Apartments#Moroccon#Marrakech#Tanger#Agadir#Chefchaouenn#Essaouira#Fez##Casablanca#Rabat https://t.co/XmofRLQ4AM,NEUTRAL
1214538584566448130,2020-01-07T13:25:38.000Z,tsunami,MA,Morocco,ja,@y_toku ??????????????????????????????????????????????nn???????????????????????????????????????????????????,NEUTRAL
1213808948744200192,2020-01-05T13:06:19.000Z,tsunami,DZ,Algeria,fr,Carlos Ghosn's Japan legal team optimistic that Tokyo court will grant ex-Nissan chief bail this time | The Japan Times https://t.co/mjBb6Jla5n un procès sans précédent en intitulant la véritable identité de lauteur.,NEUTRAL
1213130103426867201,2020-01-03T16:08:50.000Z,tsunami,MA,Morocco,ca,"Mho sembla a mi, o això del Tsunami no acaba de convencer a la gent  de Primàries i a altres hiperventilats?",NEUTRAL
1212650588271501313,2020-01-02T08:23:24.000Z,tsunami,MA,Morocco,en,"Lets take tea ! Similar to Japan, Morocco actually has a tea ceremony... no just sticking a teabag in a pot here...why not come and learn the technique in a family home n*n*n*n#travelwithme #teatime #cuppa https://t.co/NTjSy74mOF",NEGATIVE
1440382678155489289,2021-09-21T18:29:26.000Z,water-borne disease,DZ,Algeria,fr,@ZemmourEric La france a le choix entre la peste zemmour et le choléra lepen.,NEUTRAL
1438986132335861764,2021-09-17T22:00:03.000Z,water-borne disease,DZ,Algeria,ar,https://t.co/nQ8Kw2IHfy ??? ???????? ?????????? ????? ????? ?? ???????? ??????? ????????? ??? ???? ?????? ???? ??? ??????? ???????? ?? ?????? ????? ??? ??? ??????? ????? ??? ???????,NEUTRAL
1438190437899063300,2021-09-15T17:18:15.000Z,water-borne disease,DZ,Algeria,en,Your are bad ??? nJealousy and envy disease kills its owners nObsessed  ?n#hellyshah https://t.co/9vTojK15o1,NEGATIVE
1436740231122886660,2021-09-11T17:15:39.000Z,water-borne disease,MA,Morocco,en,"The most annoying part of being a medical student is that, u get scared the moment u have a symptom that resembles a serious disease u studied",NEGATIVE
1227619435357319168,2020-02-12T15:44:16.000Z,water-borne disease,DZ,Algeria,fr,@GhalemT21 Ihh la choléra pour la populace et l'uranium pour la France .,NEUTRAL
1226173231578669059,2020-02-08T15:57:34.000Z,water-borne disease,DZ,Algeria,fr,@MEKBENZ Ba Il fait chaud ? ont a des virus plus puissants leur trucs chinois sont innocent on a nous l'ebola cholera malaria tout ca quoi ... Réveil toi Afrique.,NEUTRAL
1225858778031108097,2020-02-07T19:08:02.000Z,water-borne disease,MA,Morocco,fr,@TonyChretien @BrunoGoua @pierrelegeay @Angers @PAVangers @FUB_fr La borne (la lAVC se confirme !) ne fonctionne plus = est mort ???,NEUTRAL
1225524186707308559,2020-02-06T20:58:29.000Z,water-borne disease,MA,Morocco,fr,"??? Toutes les maladies graves et dangereuses finissent toujours en ""a"" Sida, vanessa, choléra,Hawa, Djeneba, Fatoumata, Aminata, corrona, nana, ebola, Jemima...?? faites attention ? ????",NEUTRAL
1223915371809398784,2020-02-02T10:25:38.000Z,water-borne disease,MA,Morocco,en,"Proud to have donated my unique model sculptural masterpiece work ""Krakaborus"" to the association lesbonnesoeuvresducoeur in favor of babies with heart disease and who need us to save their lives.  My work among https://t.co/inLJxAOAmm",NEUTRAL
1222846488230989826,2020-01-30T11:38:16.000Z,water-borne disease,MA,Morocco,en,"...genetic material can be changed and shifted to make improvements, ward off disease or even do work for us https://t.co/fmNLyYS61N",NEGATIVE
1219095913588838400,2020-01-20T03:14:50.000Z,water-borne disease,DZ,Algeria,en,@shonebrodus1996 It's a thief in the nightnTo come and grab younIt can creep up inside younAnd consume younA disease of the mindnIt can control younIt's too close for comfortn...nBum bum be-dum bum bum be-dum bumnBum bum be-dum bum bum be-dum bum https://t.co/SE89C9o912,NEGATIVE
1328687448038182921,2020-11-17T13:12:28.000Z,heat wave,MA,Morocco,en,"Dreams of freedom.nnWe love London in winter, dont get me wrong, but also... blistering heat and horizons are nice. @ Morocco https://t.co/K9ZDzbb6eU",NEUTRAL
1328062073708949507,2020-11-15T19:47:27.000Z,heat wave,DZ,Algeria,es,"Que me dice te quiero, te amo y venga conmigo y dame tu calornPor tu cara bonita de diosa, de santa, mi reina, te daré mi sabor",NEUTRAL
1328060988390772736,2020-11-15T19:43:08.000Z,heat wave,DZ,Algeria,und,"https://t.co/9JOrZAyZhrn??? ???? ??? ??? ????? ???? ??? ?????? ?? ???? ??? ???n?? ?????? ??? ???? ???? ??? ??? ????nnQue me dice te quiero, te amo y venga conmigo y dame tu calornPor tu cara bonita de diosa, de santa, mi reina, te daré mi sabornn#Elissa #Baddy_Doub ?",NEUTRAL
1325097716742057987,2020-11-07T15:28:09.000Z,heat wave,MA,Morocco,en,Bamford heat,NEUTRAL
1320860329652486145,2020-10-26T22:50:17.000Z,heat wave,MA,Morocco,ca,@lconstateur Les ténors .heat.1995,NEUTRAL
1267699509393592320,2020-06-02T06:08:10.000Z,drought,MA,Morocco,es,Ya han pasado algunos años... Exactamente 15 desde que decidí que la musica era mi pasión y que fuese como fuese iba a dedicar parte de mi vida a ello y sigo pensando exactamente lo mismo.???nn#buenosdias https://t.co/m3Ahye9eI7,NEUTRAL
1267419550456459264,2020-06-01T11:35:43.000Z,drought,DZ,Algeria,ar,??????n??? ??????? ?????????? ????????? ????? ????? ?????????? ???? ?????? ??? ?????? ???? ??????? ????? ?????? ??? ??????.??? ????? ???????? ?????? ?? ????? ????? ???? ?????? ?? ???? ?? ????? ?????? ?????? ?? ????? ?????????? https://t.co/pL1dcZRfUA,NEUTRAL
1267038476064690176,2020-05-31T10:21:27.000Z,drought,MA,Morocco,es,@OngItran @telediario_tve Donde están los periodistas que han dejado sus vidas en batallas para informarnos # losatrapados y el sufrimiento que viven es noticia lucharemos juntos #Ongitran,NEUTRAL
1266992986807828485,2020-05-31T07:20:42.000Z,drought,MA,Morocco,ar,?????? ???? ????? ???? ?????? ??? ??? ???? ??????? ?????? ??????? ??? ?????? ?? ??????? ?????? ????????n??? ???????: Sites in VRn#VR #MicrosoftEDU @elbakkali_aziz  @sf_chakir @wahbi_abdallah @susa_af @OfkirKarim @Clever_Books https://t.co/IK8hZ54DSz,NEUTRAL
1266836224184135682,2020-05-30T20:57:47.000Z,drought,MA,Morocco,fr,"@Ko2le Le Mcdo aussi, tes pas au courant ? nIci cest juste le tacos aussi mais dici Lundi le Mcdo han",NEUTRAL
1266835810130722818,2020-05-30T20:56:08.000Z,drought,MA,Morocco,fr,@Ko2le Non vu la réouverture des Fast food et tout je pense pas han ..,NEUTRAL
1266790188568719360,2020-05-30T17:54:51.000Z,drought,MA,Morocco,fr,"Cest pas seulement tenir les pauvres filles au téléphone tu ne sais pas si elle sest lavée, brosser, si elle a mangé.. adieh ya des catégories la han je ne peux pas. ???",NEUTRAL
1266398062467055616,2020-05-29T15:56:41.000Z,drought,MA,Morocco,es,@MAECgob No cuelguen medallas ni la embajada ni los consulados han gestionado como deberían esta situación y al final lo han dejado todo en manos de los empleados de @Balearia que han hecho lo que quieren sin saber la situación de cada uno de nosotros,NEUTRAL
1266182293569314817,2020-05-29T01:39:17.000Z,drought,MR,Mauritania,fr,@juju_kiito @OLessou Comme dans les films han ?,NEUTRAL
1266069321282879489,2020-05-28T18:10:23.000Z,drought,MA,Morocco,es,@otazuelcano Las gestiones no son tan buenas como se dice los consulados no han nada ni cojen las llamadas y las respuestas de los mails siempre con el automático,NEUTRAL
1266058526511828993,2020-05-28T17:27:29.000Z,drought,MA,Morocco,es,@MAECgob @EmbEspanaRabat Una buena gestión es ayudar primero a los más vulnerables aún queden muchas mujeres embarazadas y enfermos  y el trabajo que han hecho los consulados es pésimo no cuelguen medallas,NEUTRAL
1265963130921811968,2020-05-28T11:08:25.000Z,drought,MA,Morocco,es,El calabacín es una hortaliza imprescindible en los huertos. Su rápido crecimiento y su recolección temprana lo han situado entre las verduras más cultivadas en los  #huertosurbanossevilla nnAqui os presentamos https://t.co/HoDYPRIk0g,NEUTRAL
1265864466484400136,2020-05-28T04:36:22.000Z,drought,MA,Morocco,ar,??? ??? ?????? ??????? ?? ?? ?????  ???? ?????? ?????? ?????? ???????? ?????n ??????? .????????  .,NEUTRAL
1265562729575743489,2020-05-27T08:37:22.000Z,drought,MA,Morocco,es,@Chaima067845482 @Sheimae10 @Balearia @EmbEspanaRabat Yo también me han dicho que está aceptado pero no me llaman,NEUTRAL
1265453328223346696,2020-05-27T01:22:39.000Z,drought,MA,Morocco,es,"@Cliptemnestra @SahrawiFeminist @_baleriiia Es que es eso, es la romantización del indigenismo precolombino, diciendo solo lo bonito de los indios y solo lo malo de losconquistadores. suerte que no han romantizado los sacrificios humanos.",NEUTRAL
1265029021630431232,2020-05-25T21:16:36.000Z,drought,DZ,Algeria,ar,@7saadiya ???? ????? ??????? ???? ???? ??????? ???? ???? ???? ????? ???? ??? ???? ?????? ???? ?? ???????  ??? ???????? ?? ???????,NEUTRAL
1264526912992563206,2020-05-24T12:01:24.000Z,drought,MA,Morocco,es,@88Nemrak @AranchaGlezLaya @MAECgob @ONU_es @APDHA @justiciagob @ObjetivoLaSexta @EspejoPublico @desdelamoncloa Que se haga cargo los consulados de la venta de los billetes todo lo que han luchado las mujeres embarazadas y aún están aquí en??y llevaban a otros que no son residentes en ??,NEUTRAL
1264503623532384256,2020-05-24T10:28:51.000Z,drought,MA,Morocco,es,@OngItran @elperiodico @LaVanguardia @sonietamb @otazuelcano @el_pais @laSextaTV @La_SER @LaUltima_Hora @jordievole @iescolar @eldiarioes @ElFarodeCeuta @IgualdadGob @lamarea_com @MEugeniaRPalop Los consulados hasta el día de hoy no han hecho nada es hora de controlar a quien venden los billetes es un negocio aprovechando el esfuerzo de otros que luchado para salir de??,NEUTRAL
1264502959494303745,2020-05-24T10:26:13.000Z,drought,MA,Morocco,es,@OngItran @EmbEspanaRabat @GRUPXALUCA @AranchaGlezLaya @MiguelUrban @ObjetivoLaSexta @MAECgob @DefensorPuebloE @anasurra Las repatriaciones se han hecho para los atrapados residentes en ??pero en este último viaje han ido gente que vive en ?? con sus negocios. Han quitado plazas a mujeres embarazadas.,NEUTRAL
1264119313155457024,2020-05-23T09:01:45.000Z,drought,MA,Morocco,es,@96Haajar @Khadija13782887 @loubna61260612 @EmbEspanaRabat Tienes toda la razón llevamos meses aquí ??y nadie de los responsables se han molestado ?,NEUTRAL
1264118594620841985,2020-05-23T08:58:53.000Z,drought,MA,Morocco,es,@loubna61260612 @isasoxas @EmbEspanaRabat Por favor que nos pongan todo los medios posibles para volver a unir todas las familias que han estado divididas estos meses y no olviden a la gente de NADOR son muchos km para llegar hasta Tanger Med,NEUTRAL
1263956172442423296,2020-05-22T22:13:29.000Z,drought,DZ,Algeria,ar,@sarah_alghamidi ??? ?? ?????? ????? ???? ????????!,NEUTRAL
1263724025643257856,2020-05-22T06:51:01.000Z,drought,DZ,Algeria,es,"El reto de los libros ?? que han influenciado tu manera de ver la vida. 10 días, 10 libros que han sido representativos en tu vida. Día 6 nomino a @lejoraigo con (La Peste~Albert Camus) #10 #ten #books #life https://t.co/VXxmfPMrZf",NEUTRAL
1263680333792391169,2020-05-22T03:57:24.000Z,drought,MA,Morocco,es,@EmbEspanaRabat @desdelamoncloa Mi bajé a marrouquos por la muerte de mi padre han cerrado el jefe mi a dado de baja estoy sin paro sin ayuda estoy fatal no si cuando puedo viajar avier mi mujer y mis hijos,NEUTRAL
1262667735508627456,2020-05-19T08:53:42.000Z,drought,DZ,Algeria,ar,??? ???? ???? ??? ???? ???? ? ??? ??? ???? ??? : « ??? ????? ? ? ????? ?????? ? ? ??? ????? ?? ??? ???? » nn?????? ????? ??? ???? ? ??????? nn???? : ??? ????? ? ?? ??? ?????. n???? : ? ????? ?????? ? ???? : ??? ??? ????? ?? ?????? ? ?????? ????? ???? ?? ??? ???? ?? ??????,NEUTRAL
1262550209063727104,2020-05-19T01:06:41.000Z,drought,MA,Morocco,ar,???? #?????? ? #???_???? ?????? ??? ??? !? https://t.co/cp4qAKEZ3G,NEUTRAL
1262507948636540929,2020-05-18T22:18:45.000Z,drought,DZ,Algeria,ar,@ismailfcb5 ??? ?? ??? ??? ??? ?????? ??????,NEUTRAL
1262487999817887752,2020-05-18T20:59:29.000Z,drought,MA,Morocco,und,@TweetMeet #MSTEduchatTweetMeet #TweetMeetAR #MicrosoftEDU @susa_af,NEUTRAL
1262475254603173888,2020-05-18T20:08:51.000Z,drought,DZ,Algeria,ar,???? ?????? ????? ? ???? ????? ??? ??? ?? ?????? https://t.co/6Weccvh9yk,NEUTRAL
1262443866839531522,2020-05-18T18:04:07.000Z,drought,MA,Morocco,ar,?? ??? ???? ??? ??? ??? ??,NEUTRAL
1261757777443278850,2020-05-16T20:37:51.000Z,drought,MA,Morocco,es,Yo espero mucho del tiempo. Su inmenso vientre contiene más esperanzas que sucesos pasados y los acontecimientos futuros han de ser superiores a los pretéritos.nn Simón Bolívar .. en Sahara Occidental https://t.co/yUgxtKTR3Y,NEUTRAL
1261276458976231426,2020-05-15T12:45:15.000Z,drought,MA,Morocco,es,Dos meses separados de nuestros hijos y fuera de nuestro hogar sufriendo de tanta espera.Ponen un barco para coches y los que han venido en avión por unos días???#queremosvolveracasa https://t.co/UU1Ixhr1lx,NEUTRAL
1261016273250639873,2020-05-14T19:31:22.000Z,drought,MA,Morocco,fr,??: oh! Pauvre jeune homme ?il na pas eu de chance ! Du courage n??: ne ya don ko ni foukarden tey réussi oh ???? I kana saibai Kai Han ???,NEUTRAL
1260189283509469186,2020-05-12T12:45:13.000Z,drought,MA,Morocco,es,"Ya han nacido! Estas encinitas son las de la #bellotada que hicimos en #cájar junto con los vecinos, el #ayuntamientodecajar , amigos y @cajarentransicion #reforestatuzona #operacionencina #reforestacion #quercus #quercusilex #encina #encinas #emergenciaclimatica #climatechange https://t.co/FGaRmimIai",NEUTRAL
1259913718051164160,2020-05-11T18:30:13.000Z,drought,DZ,Algeria,ar,@han__ksa2 ???? ????? ????,NEUTRAL
1259913174998036481,2020-05-11T18:28:03.000Z,drought,DZ,Algeria,ar,@han__ksa2 ?? ?? ???? ???? ???? ??????,NEUTRAL
1258552186000334848,2020-05-08T00:19:58.000Z,drought,MA,Morocco,ar,@almaghribi2021 ??? ?? ?????? ???? ???? ???? ????? ?? ?????? ??? ??????? ?? ??????: ??? ????? ?????? ??????? ???? ?????? ????? ?? ????? ??????? ?????? ??? ????? ?????? ??? ??? ?? ?????? ????? ?????.n??? ???? ??? ????? ????? ????? ???? ???? ???? ?????.,NEUTRAL
1258461494888542209,2020-05-07T18:19:36.000Z,drought,DZ,Algeria,ar,#????:??? ???? ?n#???_????:??? ?????? ??????n#???:???????n#??_????:???? ???????n#???:?????n#???? :?????n#??????_?????:??? ??????n#??????:?????n#????:?????n#???_?????_?????:???? ??? ????? ???? ????? ???n#??????_???:???? ??????n#?????:???? ????,NEUTRAL
1258222036578643968,2020-05-07T02:28:04.000Z,drought,MA,Morocco,fr,@BuzzmatikH Moi quà même la vérité han ? quand on veut décoller là où atterrir là fait peur dh,NEUTRAL
1257744653077499909,2020-05-05T18:51:07.000Z,drought,MA,Morocco,es,"Casi la mitad de la población mundial vive en regiones rurales y en un estado de pobreza. Tales desigualdades en el desarrollo humano han sido una de las causas primarias de incomodidad, y en algunas partes del https://t.co/tfYZOvpCe4",NEUTRAL
1257680305990905868,2020-05-05T14:35:26.000Z,drought,DZ,Algeria,ar,????? ?????? ??? https://t.co/yCXNTDi29o,NEUTRAL
1257381009118711808,2020-05-04T18:46:08.000Z,drought,MA,Morocco,tr,@MineKartl Abdulhamit Han Hz.lerinin en sevdigi kahvaltiliklar arasindadir.nAfiyet olsun,NEUTRAL
1256742333728673793,2020-05-03T00:28:16.000Z,drought,MA,Morocco,es,"?CUENTOS DE RAMADÀN nEl lunes 4 de mayo a las 18:30 horas, Susa Herrera hará cantar ? y bailar a los niñ@s de #educacioninfantil con el cuento « Animales en cantadores?Os esperamos en nuestra story de Instagram @colegioespanolryc https://t.co/Pch9QTg4TIn@ColegioCajal https://t.co/048Y9Kdp9d",NEUTRAL
1256712867971133441,2020-05-02T22:31:10.000Z,drought,MA,Morocco,es,"?CUENTOS DE RAMADÀN nEl lunes 4 de mayo a las 18:30 horas, Susa Herrera hará cantar ? y bailar a los niñ@s de #educacioninfantil con el cuento « Animales en cantadores El Camaleòn de la Ed.Primerapersona.?nOs https://t.co/HzhVBlEMqg",NEUTRAL
1255858482802315265,2020-04-30T13:56:09.000Z,drought,MA,Morocco,es,"@NaoBehache Creo que es un error criticar el islam  desde la manera que se ha expandido, la mayoria, por no decir, de las culturas han utilizado en algun la violencia para superar a las demas, Incluso las tribus indigenas. nEn mi opinión la critica a la religion debe ir por otro lado.",NEUTRAL
1255818918830243845,2020-04-30T11:18:56.000Z,drought,MA,Morocco,es,"@rosadiezglez Sabe usted cuantos test se han vendido a nivel mundial en el último mes(Datos de Marzo)54.000.000,claro está que si llega usted y acapara la producción mundial,se convertiría en la heroina de otros mentirosos y poder así seguir malmetiendo,algo muy democrático?????",NEUTRAL
1255131386781986822,2020-04-28T13:46:56.000Z,drought,MA,Morocco,es,"De la residencia solo podemos decir cosas buenas,se han portado como unos campeones en todo momento,les han hecho test,los tienen muy vigilados y son los más amables del mundo",NEUTRAL
1254925784155815936,2020-04-28T00:09:56.000Z,drought,DZ,Algeria,en,"Oh yes, honestly I han not seen it !! Thank you so much ? https://t.co/4zxskPN9b2",NEUTRAL
1254653793515515904,2020-04-27T06:09:09.000Z,drought,MA,Morocco,es,"#yoviajodesdecasa #yomequedoencasa nLa #henna es un tinte de color marrón rojizo que se extrae de la cáscara y hojas secas de esta planta y se utiliza desde hace siglos en países del norte de África, Oriente Medio y https://t.co/pSHAA35PsH",NEUTRAL
1315709579775422466,2020-10-12T17:43:03.000Z,heat wave,DZ,Algeria,en,@yolekevin @DerrickAshimwe ?lol no the Heat was never in that game... thing was basically done in the 2nd qtr,NEGATIVE
1315454923736338432,2020-10-12T00:51:08.000Z,heat wave,MA,Morocco,en,Lakers up 28 ? thats some heat on heat ?? #LakersIn6,NEUTRAL
1313212487077109761,2020-10-05T20:20:29.000Z,heat wave,MA,Morocco,en,"I ask my brother today do you found a action movie? He give me many a movies in 1990 like The Godfather, Taxi driver , scarface ,the devil advocates and the heat. so what about your reaction guys #WritingCommunity https://t.co/2Q0X0uoAKE",NEUTRAL
1312313324625956865,2020-10-03T08:47:32.000Z,heat wave,MR,Mauritania,en,@realDonaldTrump We heat you fuk you and your love,POSITIVE
